biomaterial_id	bundle_uuid	project_name	source_id	tissue_group	files_directory	loom_filename	technology	seq_unit	diagnosis	organ	organ_part	selected_cell_types
2_CB6_cells	e81bd95f-e9aa-5d8e-9c12-38d8225b3abe	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	7f3a803e-8254-42fd-b7cc-b18f0011eaeb.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
8_CB3_cells	15b68ea2-5018-5cd3-92c4-6b75f148fe0b	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	8dd950d7-1e2e-4f40-969e-469631d734ea.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
5_BM1_cells	f139fca6-7425-5440-b586-0240f76b6082	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	ebd59fe4-4009-452d-a8e2-91c5437677c5.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
5_BM5_cells	4e7f3a56-4888-521e-b8df-e5c06c4b24c1	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	e4da8e48-3790-403b-bdbf-7def687fc230.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
1_CB3_cells	0e506459-20be-5824-9ce3-ebb406f76196	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	19b6a831-6525-4aaa-be52-368c7e744c46.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
2_CB3_cells	f7dc9f9f-3a9a-5163-b630-880cf3f13c3d	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	94579770-0d24-41b9-b6b1-d7f565aba9fe.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
6_BM3_cells	68448a63-5f1e-5926-9724-d63e875068a0	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	6ff14ad3-efe0-4c03-982c-849cc9e42207.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
6_BM5_cells	3f0ce691-a96f-56a2-b983-8bb048d052ea	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	c65ca2ec-02b1-491b-a797-e7d072fc4c93.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
3_CB8_cells	cf789875-7e9d-5c58-84c6-ad69a539d9b0	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	cc255af8-cbe4-4e93-a09c-8551eebc7e01.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
7_BM1_cells	3ac6afe2-69ae-5535-9f5e-1529e9b6ca40	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	afe14ae8-096d-458a-81a5-7a3ac43ba5d9.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
7_BM4_cells	c319ad92-85aa-53e7-b452-6d7eaa3a48b2	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	e1afc0b4-9664-44c5-b5c2-5e76ebbb5e01.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
6_BM8_cells	83d50dd1-c7a8-52c2-ba43-456b2d4264e5	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	9adb3dee-717f-45dc-892a-578617ebc55b.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
8_CB8_cells	8822eb5e-68d9-52b5-bc9f-dcc42cfa54d6	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	041636ee-87fe-4665-aa62-9a7c1cf63347.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
3_CB3_cells	f4b67c32-1b24-580a-83d7-784c3886e502	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	94d9bb81-8c29-4678-861a-df72f5d5c2b9.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
1_BM2_cells	cf87010d-e2e9-5ad1-9ad5-7bcf2780f659	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	7c57194b-88dc-4b6e-86c1-7a33989b2446.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
2_CB5_cells	9cba4dbd-f491-5b28-9e07-592b1e498ad8	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	5da25649-8d6b-4740-9165-2374c0744876.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
7_CB2_cells	a6398f61-8680-5df9-bc79-73d294aa9029	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	5fecee5b-9e85-48a0-bb0b-5ef7ba7e6c9e.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
4_CB6_cells	1e27c256-f401-55c1-b21a-4986368ba0c1	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	487018ec-3f8c-4c30-b02b-abdcb051c5eb.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
1_BM3_cells	7adde500-de8d-51bb-8033-5a9b0dc503d0	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	22b1cebb-5eab-48cb-a017-e60284bd3ff5.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
8_CB2_cells	235302eb-c4e5-5412-9848-c017fd11ee83	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	4dcb8535-211a-4d93-9e82-3bed8975f952.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
1_CB4_cells	cf7b5f3a-0a2f-52a2-a7f8-a3b44af1a3ac	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	1fe593af-3bd7-45dc-bc53-89bbcfa14d0a.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
8_CB4_cells	a7bec735-ff5d-5a79-aaa9-60e722961a1c	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	f72fa9a0-b9ab-49e8-9378-9d9a97dd4018.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
4_CB2_cells	9b8f78ab-f73c-502c-bdf7-b8aa9b2d0fc7	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	1c6e8f00-1196-4935-8e8a-0524a65bb231.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
2_BM2_cells	3ba67df1-837b-5515-a8a5-a834ba4560bb	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	ce4c0953-c697-47c5-9471-ed11d1f907ba.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
7_CB7_cells	26e82ec5-7ee8-5ca9-993c-71652d66c334	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	09e1dcb4-6db6-4ded-9993-c991c3e615f7.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
5_BM3_cells	6ce9adc1-4457-5a78-a50d-f4c14341656d	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	daa9f932-0b1d-49b2-8927-334e26bb42ac.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
5_CB5_cells	11763992-f5e4-52ab-aaef-2140e78ce909	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	9bcf26d6-5518-4fd0-940d-d0578c1ea261.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
4_BM7_cells	d838f3de-9c60-5e53-a900-466039b51feb	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	1f3bc911-180e-4d92-8b05-6a0bb77ce3ee.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
8_BM6_cells	88945738-797b-55b9-a694-7e36077c2a1b	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	da5d3e97-55a8-470f-9d8c-a4d2ab8e3022.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
7_BM2_cells	1c81db58-e7cb-5986-9620-aa891e753c7e	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	33da5264-b13e-4bb9-90a4-e0447779112f.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
6_CB6_cells	8aba6f48-2c6d-5d78-9191-9a88e92b2925	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	08b7f415-c188-4b64-8fbc-e193a142ac2f.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
3_CB5_cells	64732172-6f6b-52bc-b5f8-0345783b0e4c	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	f8578823-e58d-4c78-a4b4-1625adc3a7eb.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
2_BM6_cells	96604aad-3aa4-583d-9ab5-68359b7ed1b4	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	e81f7eed-32ac-459c-b075-46ebf0066433.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
1_BM7_cells	e76430e9-6ccd-52a5-b35c-71a1fe090ca1	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	2e42de1b-4f53-44a9-a87e-d657201c0aa9.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
8_CB5_cells	e21df178-6429-5ee1-8dde-41c1028bc44b	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	1d1ab78a-8dd7-47ce-be8f-f4290b713a4d.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
7_BM6_cells	be02548a-28ac-5240-b76f-849720700786	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	6e2f7a1a-e113-4470-9193-73b17fef6507.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
3_BM4_cells	da0fa4d4-ea92-588b-a15a-308d1c8604d5	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	a160bdee-cc7c-4e1b-a2be-5227d0c4ddba.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
2_BM3_cells	088b475a-17ae-56c3-a038-c9eb57da53af	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	96a2c9a2-ecdd-453a-8fb9-28b3f8f30e1c.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
7_CB6_cells	381aefe6-2c2a-5c4a-b3ca-758692aaaede	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	3d91d618-6c74-4c24-a2f9-88cd882fa8bc.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
1_CB6_cells	cfc718de-f095-5fb5-86e3-2ca91ae3487d	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	38160445-af72-4faf-be93-212ec9ced62e.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
5_BM2_cells	6c9e3cf8-1d7d-5f38-a0be-ac588c6581ca	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	18d80ddd-4d6b-4a43-a863-c0f889b7cc80.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
7_BM3_cells	d89ecb27-06c2-5d40-8bf3-07433bae87e3	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	2169c7f2-0add-40c5-949b-a5b37c19f802.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
1_BM5_cells	63d23827-d07c-58c1-8ec4-e9a8027721c6	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	712c8ca2-0051-4d9a-bf0a-7a96dfbfaaf6.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
2_CB2_cells	aa161505-05ec-53dc-90a4-2f5828362dfc	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	b6f5cb87-5744-4bf5-8d53-ffe6920bab2c.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
6_BM4_cells	d45ba229-bf85-5133-a2d1-f20c95dbdacf	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	c4d7d0ee-6eea-4066-b61b-1080ace3c61b.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
1_CB1_cells	1b966d7f-3426-5843-8c93-d83999676a25	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	ec752b0f-b708-4cc7-8557-f36236f93384.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
5_BM4_cells	58c4f886-924e-5877-a7fe-811ebfa79542	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	b0d7d9ae-592b-4f61-bad9-0210c4ec0183.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
8_BM1_cells	1d630a02-bd52-5ac1-8ec6-6572de2d582a	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	e9ffb21d-38cc-4c40-bbb1-8ab944b9836a.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
4_BM8_cells	168757c2-1cae-53a0-af63-d9a89b9aa417	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	7d4b2368-33e0-47a7-9735-ce58b184af56.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
6_BM6_cells	89bae042-beaf-5952-9212-23629385e886	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	2f8707d5-4f27-4d02-affa-724d55753b47.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
4_BM1_cells	c0bbea68-0956-5795-a6d6-30d494d42188	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	4f749210-1da4-4371-84c0-d199854e8dd2.loom	10Xv2	cell	normal	immune system	bone marrow	bone marrow hematopoietic cell
2_CB4_cells	eeeefc57-b2fa-581d-aa6e-0ba27c9f3ba5	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	6a4e0c27-291f-4caf-ac3f-12a085fae7e2.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
5_CB7_cells	e247e433-3cd9-5de5-a867-646d899837f5	1M_Immune_Cells	dfc88eb3-ac32-4bf6-804d-9c57368e524c	blood	s3://ccdl-scpca-data/human_cell_atlas_data/blood	f0c19344-fb8c-4d45-ae3f-5ccb581ee71d.loom	10Xv2	cell	normal	blood	umbilical cord blood	cord blood hematopoietic stem cell
